"author","author_date","committer","committer_date","sha","additions","deletions","total"
"markvoit","2014-08-15 09:23:43","markvoit","2014-08-15 09:23:43","641e17638cd6136d55bb53e454c82e2e82aa96da","5","45","50"
"staltz","2014-08-15 09:04:13","staltz","2014-08-15 09:04:13","7e1a40dadac7485eb6bf15668980649939aee8cb","0","1","1"
"staltz","2014-08-15 09:02:32","staltz","2014-08-15 09:02:32","9fb18a605fccad927ed7c1fb51feeeefba582009","3","4","7"
"","2014-08-15 09:00:43","","2014-08-15 09:00:43","555b1530ab63a21082de60ef86b735a7d5da2f3f","10","99","109"
"staltz","2014-08-15 08:59:24","staltz","2014-08-15 08:59:24","a981a8b8b24da0dde69e3d307e19b75fc3e9648e","10","99","109"
"markvoit","2014-08-15 07:53:53","markvoit","2014-08-15 07:53:53","a3bd2870777db1fec85f29ab64de807f60c7e549","16","28","44"
"staltz","2014-08-14 09:26:13","staltz","2014-08-14 09:26:13","de78a2f12a0f76045b904de14d20453d50e2cb00","1","1","2"
"staltz","2014-08-13 16:52:58","staltz","2014-08-13 16:52:58","5db163d43131e39cc99294a3cb227cfdfa145d56","1","0","1"
"staltz","2014-08-13 16:49:39","staltz","2014-08-13 16:49:39","40f3d20e7e3a71194ce5ff4b07b3c53836c9b7ff","0","1","1"
"staltz","2014-08-13 16:47:05","staltz","2014-08-13 16:47:05","2cf4af4c0a623cf182284dc06fb90c0a2ad13e40","0","2","2"
"","2014-08-11 12:14:54","","2014-08-11 12:14:54","cd3f9135e20a40882be073cd8cd0c5051c0c732d","5","6","11"
"","2014-08-11 12:14:40","","2014-08-11 12:14:40","449d249c82c9d13c60af62721c748aee39f1e4ff","0","1098","1098"
"","2014-08-11 12:06:32","","2014-08-11 12:06:32","f077d1c29f2aed94025cf1e2f064323593735879","8","16","24"
"","2014-08-11 09:46:43","","2014-08-11 09:46:43","d5f0405f66ac75424bf61a743112058029247d84","3","2","5"
"","2014-08-11 08:14:41","","2014-08-11 08:14:41","c2e52800e1d88d9106599b5ad7c593dd8036bb96","3","8","11"
"markvoit","2014-08-08 11:32:37","markvoit","2014-08-08 11:32:37","08f25b5d381f14ad41eb34c3d6ac2c49f71a7018","8","11","19"
"markvoit","2014-08-08 11:31:57","markvoit","2014-08-08 11:31:57","3632d698ef3fd76243229079a7867d1fe026bb9b","2","88","90"
"staltz","2014-08-07 11:55:31","staltz","2014-08-07 11:55:31","e061a24b31b79ac10d45ff93721cda096d6d915a","2","2","4"
"staltz","2014-08-07 11:52:59","staltz","2014-08-07 11:52:59","e5aa4356cfee5dd6383ab188fc7e7df1a9bd6ea1","15","93","108"
"markvoit","2014-08-07 09:19:26","markvoit","2014-08-07 09:19:26","85072fd34dfcb8df75e60c2b7f375e80f24e3991","15","93","108"
"","2014-08-05 14:09:35","","2014-08-05 14:09:35","b046c23e0633f2d7fc625b1b51b27ff7014b77f1","0","1008","1008"
"staltz","2014-08-05 13:44:51","staltz","2014-08-05 13:44:51","277ae38f228b30ee8c6d2157a96c4b3a19a0c3f7","2","2","4"
"staltz","2014-08-04 08:24:25","staltz","2014-08-04 08:24:25","eb4b078f61231bdabafdb79143a5a51f856406fd","1","1","2"
"staltz","2014-08-01 07:41:04","staltz","2014-08-01 07:41:04","1bba5fae8a0445ba740e0dc1dbc317e0423f7946","1","1","2"
"staltz","2014-08-01 07:31:07","staltz","2014-08-01 07:31:07","493e7b960b48fa704a73db1f397ddcfdbd504562","1","1","2"
"staltz","2014-08-01 07:16:12","staltz","2014-08-01 07:16:12","bee06e739834b986a9a5c3a12fd6ff83ab7d7f65","2","3","5"
"","2014-07-31 13:15:08","","2014-07-31 13:15:45","76c278c25bd04cd859092cec9beb4016f9a04b88","1","15","16"
"staltz","2014-07-30 10:10:52","staltz","2014-07-30 10:10:52","5806dfe9c4b0ff2d665b80eb019c53a9d2c53563","4","4","8"
"staltz","2014-07-30 08:02:23","staltz","2014-07-30 08:02:23","e2e68ad64c0a89b071bbcc6848b96d22f8f21a3e","0","15","15"
"staltz","2014-07-30 07:47:55","staltz","2014-07-30 07:47:55","922084ebe6a0e63badad6d5bfc7b0cc81a7dbbc2","1","1","2"
"staltz","2014-07-30 07:37:05","staltz","2014-07-30 07:37:05","ef45e258ec39139cbc00e4c897309e512fcebd2e","4","4","8"
"staltz","2014-07-30 06:50:49","staltz","2014-07-30 06:50:49","1bbd1f398e447126d3b592739740f771d2238c3d","1","1","2"
"","2014-07-29 12:45:27","","2014-07-29 12:45:27","c460943c830a5e63c740b8e8b447e9f253b1e43f","0","4","4"
"","2014-07-29 10:32:22","","2014-07-29 10:32:22","6bb7e45df0d0dee90a3f00102a35065da5f44599","2","2","4"
"staltz","2014-07-29 09:21:44","staltz","2014-07-29 09:21:44","f527f24028f2dd60d1d8dde4569ea6a244ea9200","66","77","143"
"","2014-07-29 08:55:29","","2014-07-29 08:55:29","a5a7acb5c727203dbcc297866471b7d78aaaccb4","1","3","4"
"","2014-07-29 08:49:41","","2014-07-29 08:49:41","1192e15f3b8cb3897e877c7243d816e0b5088a66","0","7","7"
"","2014-07-29 08:36:46","","2014-07-29 08:36:46","7c75d348b3b77efd4fbf766bf09a77ab67ce2dc3","1","1","2"
"","2014-07-29 08:34:02","","2014-07-29 08:34:02","a1ea6ad2c55e76fb4872512cf9915fd759e83823","22","24","46"
"","2014-07-29 08:32:58","","2014-07-29 08:32:58","a642dc084ebd5a478b39958041d87ee8cafa388d","0","136","136"
"","2014-07-28 14:57:56","","2014-07-28 14:57:56","778d9c97662a8465c6377269573ef5fa509e802d","1","1","2"
"","2014-07-28 14:57:29","","2014-07-28 14:57:29","68c79f8787ad4df2e96763743558ad1b12480f82","1","1","2"
"","2014-07-28 14:54:22","","2014-07-28 14:54:22","d64333219356bb9fdfd8dce38f5359e306eca9a8","1","1","2"
"","2014-07-28 14:53:39","","2014-07-28 14:53:39","625c024df6f457ffccb0bfaa986f50a8479cf08b","4","43","47"
"","2014-07-28 13:57:19","","2014-07-28 13:57:19","cf98224e2776f33a8a3381cc75d8375b9793de7d","0","1","1"
"","2014-07-28 13:54:02","","2014-07-28 13:54:02","c5577d58e943b07e2165d752440b68d939645b26","1","22","23"
