"author","author_date","committer","committer_date","sha","additions","deletions","total"
"GreLI","2016-01-09 16:35:18","GreLI","2016-01-09 16:35:18","044fc3b1684fc2148fe7286adfa9ce12a0e5a479","26","7","33"
"GreLI","2016-01-06 10:57:19","GreLI","2016-01-06 10:57:19","1b0051ad1ca410f040b7bd6af7a6e5ec9c1370c1","2","24","26"
"GreLI","2016-01-04 16:57:13","GreLI","2016-01-04 17:22:11","0d91a0455de462d923b97e96be343c7ddb03e758","1","49","50"
"GreLI","2016-01-04 16:45:05","GreLI","2016-01-04 16:45:05","bca9fedbfc5de03bd2e5874db2c4671557371b67","9","86","95"
"yandavid","2015-12-30 09:22:54","yandavid","2015-12-30 09:22:54","1771cc14bef3a7919a7556709f5ec1b56fd00c6c","0","8","8"
"yandavid","2015-12-30 08:53:58","yandavid","2015-12-30 08:53:58","9abb467b03696048384eabc0a8d0abda6322dbfd","9","9","18"
"yandavid","2015-12-29 04:20:08","yandavid","2015-12-29 04:20:08","91300f3d8840ab84a3e426384ad4fa06bff263c5","1","1","2"
"yandavid","2015-12-29 04:08:54","yandavid","2015-12-29 04:08:54","4800bf77ca53b93f733c680aa76b6bf3799b89ab","0","69","69"
"GreLI","2015-12-28 11:59:19","GreLI","2015-12-28 11:59:19","5c3cb26a02e4eb4d46dc29a0a76c3dd66f17dcba","4","7","11"
"yandavid","2015-12-28 09:11:57","yandavid","2015-12-28 09:11:57","3f6cddbb2b0e9ff560302aa0dce9d27ca5ccc10c","1","4","5"
"yandavid","2015-12-28 08:22:09","yandavid","2015-12-28 08:22:09","573d865d010f99d583639fd805fe2594fd3bdc39","1","1","2"
"yandavid","2015-12-28 08:12:25","yandavid","2015-12-28 08:12:25","5de4edfa05d54938d8aa92079e83fbe2eac48144","2","2","4"
"GreLI","2015-12-28 07:29:38","GreLI","2015-12-28 07:29:38","0d698e5fbafc7d350063b11b352d314bf8e5b002","2","2","4"
"yandavid","2015-12-28 01:51:47","yandavid","2015-12-28 01:54:03","b049081374d12a5db661a795075ce582c0b50484","1","1","2"
"yandavid","2015-12-28 01:31:30","yandavid","2015-12-28 01:31:30","cdd44ce557620f784a3b181adacc987174539e8b","1","1","2"
"GreLI","2015-11-23 18:50:57","GreLI","2015-11-23 18:50:57","cd8120a3e69fbf3f7999ace8e722229f7cda01f0","1","1","2"
"lencioni","2015-11-23 18:10:32","lencioni","2015-11-23 18:10:32","0dc48e793424ca0c4729e8e82e8d09ade9459a77","1","1","2"
"GreLI","2015-11-21 11:06:05","GreLI","2015-11-21 11:06:05","7327974335d8ae69d576c6602411d005f4a66020","1","1","2"
"GreLI","2015-11-21 11:03:33","GreLI","2015-11-21 11:03:33","6d80481eb1df5609dd665d96233fc0ffe4b3f195","3","11","14"
"GreLI","2015-11-21 10:50:17","GreLI","2015-11-21 10:50:17","1d6343fdf805b2d92f0be42272c3af4fb8b3e664","2","2","4"
